Probeset	Value
1399161_a_at	10.04927
1399162_a_at	8.8748484
1399163_a_at	9.9551229
1399164_a_at	7.2593536
1399165_a_at	8.1835575
1399166_a_at	9.292366
1399167_a_at	9.5399847
1377542_at	4.3066254
1377543_at	4.5605927
1377544_at	5.2229056
1377545_at	4.3364353
1377546_at	3.8935082
1377547_at	5.963109
1377548_at	4.638484
1377549_at	4.2481184
1377550_at	7.4085011
1377551_at	6.9912696
1377552_at	5.8067784
1377553_at	6.3711495
1377554_at	5.9045463
1377555_at	4.5180635
1377556_at	7.3198953
1377557_at	4.3649364
1377558_at	4.6066308
1377559_at	4.4865565
1377560_at	5.0123506
1377561_at	3.997741
1377562_at	7.1570439
1377564_at	4.1987691
1377565_at	5.5207334
1377566_at	6.1235838
1377567_at	5.5039444
1377568_at	5.7573357
1377569_at	5.4657302
1377570_at	4.3804388
1377571_at	7.2208667
1377572_at	4.5448298
1377574_at	4.6237097
1377575_s_at	5.459023
1377577_at	10.295671
1377578_at	5.5962615
1377579_at	4.5750203
1377580_at	5.1172652
1377581_at	5.7880964
1377582_at	4.1768427
1377584_at	4.1241045
1377585_at	4.4529505
1377586_at	3.908519
1377587_at	4.174562
1377588_at	4.3365555
1377589_at	4.3097863
1377590_at	5.3151135
1377591_at	4.4703283
1377592_at	4.3476419
1377594_at	8.9658203
1377595_at	8.7809763
1377596_a_at	8.9142284
1377597_at	7.7952509
1377598_at	8.6742268
1377599_at	10.111796
1377600_at	6.1938438
1377602_at	9.0874348
1377603_at	7.2918382
1377607_at	7.5380173
1377608_a_at	10.524786
1377609_at	9.741086
1377610_at	12.272948
1377611_at	7.2851601
1377612_at	7.6715894
1377613_at	10.030412
1377615_at	4.8381081
1377618_at	7.3303404
1377619_at	5.5116563
1377620_at	8.1725483
1377621_at	9.2812328
1377622_at	6.8297544
1377623_at	6.7238541
1377624_at	7.6243739
1377625_at	5.7669687
1377626_at	7.0272384
1377627_at	7.1854873
1377628_at	6.3765984
1377629_at	9.8865442
1377630_at	10.113473
1377631_at	4.7851291
1377632_at	8.5126696
1377633_a_at	6.9935923
1377634_at	8.4444895
1377635_at	8.3345032
1377636_at	7.2815857
1377637_at	4.2924914
1377638_at	7.299747
1377639_at	6.9685869
1377640_at	10.302996
1377641_at	4.3614516
1377642_at	10.022775
1377643_at	4.6179957
1377644_at	9.1370592
1377646_at	4.3004508
1377647_at	8.8316135
1377648_at	7.6958551
1377649_at	8.0578938
1377650_at	4.6716509
1377652_at	5.9896789
1377653_at	7.809186
1377654_at	8.5654612
1377655_at	9.3187418
1377657_at	9.0345793
1377658_at	6.8637419
1377659_at	10.420484
1377660_at	5.0948181
1377661_at	8.5308933
1377662_at	8.0792789
1377663_at	6.7691331
1377664_at	8.7059116
1377665_at	7.811976
1377666_at	5.7309074
1377667_at	6.3080487
1377668_at	9.7104445
1377669_at	8.0531139
1377670_at	7.0652375
1377671_at	7.7510381
1377672_at	4.1554947
1377673_at	7.9700007
1377674_at	7.8012247
1377676_at	8.2479029
1377677_a_at	5.746223
1377678_at	6.7856855
1377679_at	6.3828039
1377680_at	7.1491861
1377681_at	6.4719472
1377682_at	4.686255
1377683_at	7.6796994
1377684_at	8.0013199
1377685_at	8.2612171
1377686_at	10.110944
1377687_at	6.1277657
1377688_at	6.1956091
1377689_at	5.0586782
1377690_at	5.9179468
1377691_at	8.6550083
1377693_at	5.3767018
1377694_at	4.5754957
1377695_at	6.4559221
1377696_at	8.5796719
1377697_at	9.4829931
1377699_at	5.3686347
1377700_at	9.8970118
1377701_at	8.2331858
1377702_at	9.5176325
1377703_at	8.4887228
1377704_at	9.1318388
1377705_at	5.3073688
1377706_x_at	5.1285315
1377707_at	6.0783777
1377708_at	7.5974736
1377709_at	5.1618447
1377710_at	4.1656923
1377711_at	4.5826163
1377712_at	4.6568589
1377714_at	4.5893259
1377715_at	5.2878084
1377716_at	4.4528489
1377717_at	6.1381617
1377718_at	4.6751413
1377721_at	7.133821
1377722_at	6.1336217
1377723_at	9.3666992
1377724_at	5.520587
1377725_at	9.2389431
1377726_at	8.7076492
1377727_at	5.4238915
1377728_at	8.6605616
1377729_at	4.7963405
1377730_at	6.1561508
1377732_at	4.4188833
1377734_at	6.6294527
1377736_at	9.2147799
1377737_at	8.7491846
1377738_a_at	8.1246157
1377739_at	7.6298294
1377740_at	6.0643492
1377741_at	4.7652884
1377742_at	11.450699
1377743_at	8.5030956
1377744_at	6.4096398
1377745_at	6.5555739
1377746_at	5.9394026
1377747_at	10.087634
1377748_at	8.6928082
1377749_at	5.321106
1377750_at	8.6115942
1377751_at	4.9553804
1377752_at	6.3641157
1377754_at	7.5419984
1377755_at	6.9475021
1377756_at	8.179884
1377757_at	6.9308634
1377760_at	7.0751405
1377761_at	8.3223791
1377762_at	5.1286244
1377763_at	7.2382746
1377764_at	4.428328
1377765_at	8.7167559
1377766_at	5.6909537
1377767_at	5.1090035
1377768_at	8.7494307
1377769_at	7.8750381
1377770_at	7.01999
1377774_at	7.8174157
1377775_at	4.0447893
1377776_at	7.849484
1377777_at	8.969758
1377778_at	4.7941213
1377779_at	8.5010777
1377780_at	6.1636624
1377781_at	8.031045
1377782_at	5.5131269
1377783_at	4.847713
1377784_at	4.5990453
1377785_at	8.0919275
1377786_at	4.5090017
1377787_at	7.8128667
1377788_at	10.546285
1377789_at	5.1728506
1377790_at	5.6700006
1377791_at	4.3941641
1377792_at	6.1745658
1377794_at	8.6210566
1377795_at	10.269499
1377796_at	5.4921441
1377797_at	7.3265948
1377798_at	6.22752
1377799_at	5.0656486
1377800_at	4.7694979
1377801_at	6.9726014
1377803_at	5.4895849
1377804_at	4.7632637
1377805_at	4.5110555
1377809_at	9.3045197
1377810_at	6.3237066
1377811_at	7.4222627
1377812_a_at	6.7487903
1377813_at	4.839231
1377814_at	6.971447
1377815_at	8.9393797
1377816_at	6.2591476
1377818_at	6.3939271
1377819_at	6.816597
1377824_a_at	4.115829
1377825_at	8.6949749
1377826_at	6.3822031
1377827_at	7.7067909
1377828_at	4.2161231
1377829_at	7.0517278
1377830_a_at	8.1932573
1377831_at	12.792658
1377833_at	6.4126167
1377834_at	8.2626524
1377837_at	8.0139599
1377838_at	7.3562064
1377839_at	8.6903152
1377840_at	6.8083391
1377841_at	5.5528193
1377842_at	8.0955563
1377843_at	6.7830453
1377844_at	11.174492
1377845_at	4.7370133
1377846_a_at	6.5246191
1377848_at	5.9452748
1377849_at	5.4402728
1377850_at	5.6822138
1377851_at	5.1806092
1377852_at	5.2985992
1377853_at	6.3993106
1377854_at	6.3743601
1377855_at	9.6412449
1377856_at	6.4215574
1377857_at	9.2921228
1377860_at	6.7057099
1377862_at	5.9481821
1377863_at	7.2796659
1377864_at	6.1584349
1377865_at	6.2328653
1377866_a_at	5.2292418
1377868_at	6.3608899
1377869_at	8.0317297
1377870_at	5.8311186
1377871_at	4.8384271
1377872_at	10.697499
1377873_at	5.1271281
1377874_at	5.3404417
1377875_at	7.750319
1377876_at	4.6610398
1377877_at	4.8176532
1377879_at	7.8241425
1377880_at	7.1956124
1377881_at	6.4154735
1377882_at	5.5015297
1377883_at	4.9970999
1377884_at	10.329424
1377885_at	5.1199827
1377886_at	4.3780332
1377887_at	8.1383467
1377888_at	5.66781
1377889_at	4.8725772
1377890_at	7.0605268
1377891_at	7.1487479
1377892_at	5.2688665
1377893_at	8.124671
1377894_at	4.9238439
1377895_at	4.6784487
1377896_at	6.1706047
1377897_at	7.3300619
1377898_at	5.7807603
1377899_at	10.511943
1377900_at	7.9520836
1377901_at	5.183702
1377903_at	9.1131783
1377904_at	4.899075
1377905_at	7.8884091
1377906_at	5.8278232
1377907_at	4.6078196
1377908_at	7.1978364
1377909_at	6.3856368
1377910_at	4.418426
1377911_at	9.7131739
1377912_at	4.3744969
1377913_at	4.1423349
1377914_at	7.7503219
1377915_at	4.4249969
1377916_at	8.3557558
1377917_at	7.2050962
1377918_at	5.280086
1377919_at	5.9065046
1377920_at	5.0777068
1377922_at	7.6484008
1377925_at	7.3688931
1377926_at	8.1501112
1377927_at	5.4087744
1377928_at	4.4485922
1377929_at	4.8512201
1377930_at	4.4621568
1377931_at	5.3024192
1377932_at	5.6820579
1377933_at	6.7322583
1377934_at	4.3084455
1377936_at	4.6877131
1377939_at	6.4451227
1377940_at	8.108284
1377941_at	5.2840452
1377942_at	4.1038914
1377943_at	4.5412436
1377944_at	4.6703458
1377945_at	7.1443481
1377946_at	9.5942554
1377947_at	6.714551
1377948_at	5.9736571
1377949_s_at	9.063777
1377950_at	7.3816857
1377951_at	5.0164652
1377952_at	5.9670019
1377953_at	4.5562892
1377954_at	4.5486536
1377955_at	4.5091848
1377956_at	4.5563025
1377957_at	4.8813157
1377958_at	5.9546518
1377960_at	6.7258158
1377961_at	6.8406296
1377962_at	4.6561494
1377963_at	7.9560394
1377964_at	7.3937216
1377965_at	5.9204955
1377967_at	5.2183161
1377968_at	4.5679398
1377969_at	4.7143021
1377970_at	4.7221265
1377971_at	4.9136748
1377972_at	4.5969229
1377973_at	5.5160675
1377974_at	6.5110941
1377975_at	4.3378882
1377976_at	5.3393431
1377977_at	6.2045045
1377978_at	4.3231411
1377979_at	8.3238897
1377980_at	5.4091477
1377981_at	5.0486407
1377982_at	4.9885526
1377983_at	5.4029398
1377984_at	5.1991668
1377985_at	4.4365954
1377986_at	9.0239506
1377987_at	10.315478
1377988_at	4.5827785
1377989_at	4.7888451
1377990_at	4.9344878
1377991_at	5.3986487
1377992_at	9.0566978
1377993_at	5.6706915
1377994_at	5.6383853
1377996_at	7.3939209
1377997_at	4.7798452
1377998_at	9.3751783
1377999_at	9.7066288
1378000_at	4.2085319
1378001_at	5.2219095
1378002_at	8.5005016
1378003_at	7.8285685
1378004_at	4.8225121
1378005_at	5.3847318
1378006_at	4.9769149
1378007_at	7.3292198
1378008_at	6.4780412
1378010_at	8.064723
1378011_at	4.3446145
1378012_at	5.4190741
1378013_at	6.2595544
1378014_at	7.7060218
1378015_at	9.1652288
1378017_at	9.4735346
1378018_at	4.4966836
1378019_at	7.3837218
1378020_at	9.4686518
1378021_at	7.7475843
1378022_at	8.0349379
1378023_at	4.9599309
1378024_at	4.5977216
1378025_at	4.4618235
1378026_at	4.1484575
1378027_at	6.1128736
1378028_at	4.505126
1378029_at	7.4477301
1378030_at	5.8085208
1378031_at	6.709516
1378032_at	5.7084956
1378033_at	5.5725799
1378034_at	8.8147478
1378035_at	5.4683027
1378036_at	7.6386161
1378037_at	7.2227511
1378040_at	7.4081841
1378041_at	8.7559385
1378042_at	4.4825687
1378043_at	4.4076939
1378044_at	4.5819983
1378045_at	5.4081469
1378046_at	6.8112311
1378047_at	4.569747
1378048_at	5.5450506
1378049_at	8.3305912
1378050_at	8.466713
1378051_at	5.3380828
1378052_at	5.6122198
1378053_at	4.4819894
1378054_at	4.759346
1378055_at	4.9551153
1378056_at	5.3510156
1378057_at	6.7190561
1378058_at	4.7704053
1378059_at	5.3169427
1378060_at	7.2607694
1378061_at	7.247931
1378062_at	5.3202567
1378063_at	7.0152068
1378064_at	4.7013535
1378065_at	4.5494628
1378066_at	4.9051447
1378067_at	6.0388331
1378068_at	5.1602035
1378069_at	5.3476825
1378070_at	7.3729348
1378071_at	4.7421579
1378072_at	4.0724287
1378073_at	6.0101571
1378074_at	12.003852
1378075_at	8.0894594
1378076_at	4.5698981
1378077_at	4.7243886
1378078_at	6.4723597
1378079_at	7.936923
1378080_at	9.3048964
1378081_at	6.1552482
1378082_at	8.0661755
1378083_at	5.8254743
1378084_at	5.3339639
1378085_at	5.6617217
1378086_at	5.8992386
1378087_at	5.6856565
1378088_at	8.2510414
1378089_at	4.7545576
1378090_at	7.4648399
1378091_at	5.3719668
1378092_at	7.4223471
1378093_at	6.0360365
1378094_at	8.6880293
1378095_at	4.1338639
1378096_at	9.7465506
1378097_at	4.3800941
1378098_at	9.4607601
1378099_at	4.1763239
1378101_at	4.8368382
1378102_at	4.7019892
1378103_at	7.8937693
1378104_at	7.3011131
1378105_at	5.0177779
1378106_at	4.780375
1378107_at	5.4538922
1378108_at	4.9053192
1378109_at	7.2100978
1378110_at	8.3595734
1378111_at	6.1031222
1378112_at	9.0550852
1378113_at	5.8119507
1378114_at	6.3872337
1378115_at	5.8795934
1378116_at	7.7294836
1378117_at	5.2695813
1378118_at	4.5754385
1378119_at	8.0835171
1378120_at	5.4747157
1378121_at	4.8776584
1378122_a_at	7.1398125
1378123_x_at	5.9939718
1378125_at	7.1380811
1378126_at	6.3218575
1378127_at	7.6907568
1378128_at	4.8663354
1378130_at	4.5440607
1378131_at	6.483181
1378132_at	5.3646002
1378133_at	4.5478277
1378134_at	7.3499732
1378135_at	7.6143947
1378136_at	4.7664895
1378137_at	7.8875585
1378138_at	4.1041112
1378139_at	8.0989275
1378141_at	5.8801222
1378142_at	4.7487626
1378143_at	5.0191064
1378144_at	6.5323014
1378146_at	6.0741563
1378147_at	7.6398807
1378148_at	5.8751578
1378149_at	6.5930467
1378150_at	6.4520516
1378151_at	4.5566716
1378152_at	5.8532262
1378153_at	7.1354365
1378154_at	5.7147217
1378155_at	6.6464272
1378156_at	5.9369483
1378157_at	5.9558983
1378158_at	6.334445
1378159_at	4.8719382
1378160_at	6.6990061
1378161_at	4.317853
1378162_at	4.2057509
1378163_at	5.2586207
1378164_at	5.844491
1378165_at	6.0040536
1378166_at	8.4741993
1378167_at	5.2053885
1378168_at	8.1464863
1378169_at	7.4573088
1378170_at	6.9469953
1378171_at	7.5061545
1378172_at	5.9016061
1378173_at	3.9905045
1378174_at	4.6075053
1378175_at	5.1275187
1378176_at	4.1189733
1378177_at	6.2125411
1378178_at	8.0091486
1378179_a_at	6.0200009
1378180_at	5.4051013
1378181_at	6.0143099
1378182_at	5.0535245
1378183_at	7.5231814
1378184_at	5.4767575
1378185_at	6.4205804
1378186_at	4.6780825
1378187_at	4.7230334
1378188_at	4.9176817
1378189_at	4.538547
1378190_at	4.9202805
1378191_at	6.7390943
1378192_at	4.7934036
1378193_at	5.9974813
1378194_a_at	4.7337499
1378195_at	4.8200331
1378196_at	6.1068168
1378197_at	6.3858595
1378198_at	7.3444433
1378199_at	5.8376017
1378200_at	4.2171807
1378201_at	6.6927838
1378202_at	5.4035707
1378203_at	7.9957323
1378204_at	6.7451558
1378205_at	6.2818151
1378206_a_at	4.1144581
1378207_at	6.5831308
1378208_at	6.2308798
1378209_a_at	8.8364429
1378210_at	6.7140741
1378211_s_at	7.163878
1378212_at	5.7389131
1378213_at	5.376502
1378214_at	8.4007759
1378215_at	6.7853589
1378216_at	5.6406984
1378217_at	5.2390504
1378218_at	5.0811048
1378219_at	4.8527222
1378220_at	4.3656611
1378221_at	7.3799014
1378222_at	7.4655848
1378223_at	5.1217127
1378224_at	4.9016728
1378225_at	6.3571687
1378226_at	5.4599576
1378227_at	4.9611177
1378228_at	6.8164639
1378229_at	7.4454689
1378230_at	4.165195
1378231_at	5.3204613
1378232_at	7.1215205
1378233_at	9.445384
1378234_at	4.3367152
1378235_at	8.0532007
1378236_at	4.708992
1378237_at	9.6977844
1378238_at	4.9136763
1378239_at	7.8432884
1378240_at	5.3137064
1378241_at	7.3525114
1378242_at	4.6652484
1378243_at	6.3686423
1378244_at	4.2082334
1378245_at	6.0460863
1378246_at	9.0336199
1378247_at	4.3739595
1378248_at	8.1967869
1378249_x_at	8.3919249
1378250_at	5.6920142
1378251_at	6.4051681
1378252_at	4.6289659
1378253_at	8.1947403
1378254_at	7.9567103
1378255_at	6.3412805
1378256_at	6.5271001
1378257_at	9.2412462
1378258_at	6.0050926
1378259_at	6.4735565
1378260_at	5.4673891
1378261_at	4.7644835
1378262_at	7.866828
1378263_at	4.628139
1378264_at	6.4362764
1378265_at	4.7266226
1378266_at	5.8028321
1378267_at	4.2727475
1378268_at	4.0097947
1378269_at	6.8420725
1378270_at	5.2996707
1378271_at	6.2711654
1378272_at	5.2222476
1378273_at	5.3131976
1378274_at	7.3765359
1378275_at	7.7643933
1378276_at	4.8327341
1378277_at	4.4011741
1378278_at	5.5375452
1378279_at	5.8180017
1378280_at	4.8625226
1378281_at	4.7846036
1378282_at	6.8296576
1378283_at	4.5540366
1378284_at	7.3463159
1378286_at	5.436769
1378287_at	9.3338718
1378288_at	5.3047833
1378289_at	4.5049891
1378290_at	7.2030272
1378291_at	6.3739734
1378292_at	9.5607042
1378293_at	6.4925127
1378294_at	7.0120988
1378295_at	5.4681864
1378296_at	6.2126441
1378297_at	5.4312921
1378298_at	5.108326
1378299_at	7.1603408
1378300_at	6.2833161
1378301_at	4.668664
1378302_at	4.9839849
1378303_at	5.7802644
1378304_at	6.5056381
1378305_at	5.794415
1378306_at	4.4123411
1378308_at	4.4074359
1378309_at	7.0633101
1378310_at	5.3127036
1378311_at	10.195619
1378312_at	4.8793058
1378313_at	5.0687432
1378314_at	7.9582033
1378315_at	6.0265956
1378316_at	4.1677375
1378317_at	5.5296302
1378318_at	6.1451135
1378319_at	6.8231688
1378320_at	4.8133469
1378321_at	6.2588391
1378322_at	6.0168166
1378323_at	3.9276626
1378324_at	7.2325048
1378325_at	5.47469
1378326_at	9.5201368
1378327_at	4.6123505
1378328_at	5.9751701
1378329_at	4.2094145
1378330_at	7.1291184
1378331_at	4.7174954
1378332_at	8.8179789
1378333_at	4.7639952
1378334_a_at	5.3601928
1378335_at	4.7242398
1378336_at	5.4671707
1378337_at	7.6192169
1378338_at	4.7846274
1378339_at	5.9020529
1378341_at	4.2261248
1378342_at	8.3742657
1378343_at	7.5092168
1378344_at	7.4837804
1378345_at	7.3141408
1378346_at	8.2351246
1378347_at	6.0270591
1378348_at	4.5732303
1378349_at	5.6448092
1378351_at	4.6340232
1378352_at	8.1820107
1378353_at	5.8990254
1378354_at	5.0863547
1378355_a_at	4.9818954
1378356_at	4.4954391
1378357_at	6.9428744
1378358_at	5.3422942
1378359_at	5.7557197
1378360_at	10.346498
1378361_at	5.8625512
1378362_at	4.4655414
1378363_at	4.598681
1378364_at	4.4755359
1378365_at	4.6551476
1378366_at	5.8940659
1378368_at	5.986383
1378369_at	6.6282964
1378370_at	4.7010245
1378371_at	7.7202487
1378372_at	6.0718832
1378373_at	7.9894338
1378374_at	5.0238228
1378375_at	4.4389272
1378376_at	6.399436
1378377_at	5.5150347
1378378_at	8.2954645
1378379_at	6.4707499
1378380_at	8.5531864
1378381_x_at	4.5644178
1378382_at	4.0283685
1378383_at	6.7826152
1378384_at	6.6692591
1378385_at	4.2334561
1378386_at	5.6123552
1378387_at	7.0208464
1378388_at	4.3357859
1378389_at	7.2077584
1378390_at	5.2797699
1378391_at	4.3786454
1378393_at	4.7275271
1378394_at	8.2061768
1378395_at	8.4556274
1378396_at	4.8311744
1378397_at	5.504003
1378398_at	4.3386254
1378399_at	7.6239972
1378400_at	9.6664181
1378401_at	4.2187605
1378402_at	5.5158343
1378403_at	4.5645399
1378405_at	7.1657138
1378406_at	4.4890742
1378407_at	4.2724314
1378408_at	5.1306295
1378409_at	4.3344693
1378410_at	7.4295502
1378411_at	5.0855913
1378412_at	7.1791244
1378413_at	9.2957172
1378414_at	9.6504536
1378415_at	8.3691406
1378417_at	4.8524899
1378418_at	4.358952
1378419_at	4.0420589
1378420_at	8.4590263
1378422_at	5.5609245
1378424_at	5.8355603
1378425_at	6.2994571
1378426_at	5.4652672
1378427_at	4.7899904
1378428_at	4.6849484
1378429_at	5.9107599
1378430_at	4.1976194
1378431_at	5.0818295
1378432_at	4.9296789
1378433_at	6.5635557
1378434_at	4.2506337
1378435_at	6.835968
1378436_at	4.177907
1378437_at	5.3187842
1378438_at	5.2991242
1378439_at	5.9000092
1378440_at	6.6227579
1378441_at	7.8735576
1378442_at	5.3387003
1378443_at	6.5920949
1378444_at	4.9838324
1378445_at	8.354208
1378446_at	7.9116559
1378447_at	6.7044749
1378448_at	4.4346981
1378449_at	5.3192625
1378450_at	4.5583429
1378452_at	5.1905165
1378453_at	6.855526
1378454_at	4.2971849
1378455_at	5.5266728
1378456_at	5.0658293
1378457_at	9.598567
1378458_at	4.8029103
1378459_at	5.919517
1378460_at	4.1579943
1378461_at	4.7464967
1378462_at	6.1730971
1378463_at	4.3175426
1378464_at	4.9667053
1378465_at	4.2504792
1378466_at	4.4598379
1378467_at	6.8962708
1378468_at	7.5970674
1378469_at	4.5813346
1378470_at	4.7892623
1378471_at	4.6303277
1378472_at	5.1390028
1378473_at	4.8220372
1378474_at	4.8044276
1378475_at	6.6297994
1378476_at	7.4620905
1378477_a_at	6.398809
1378478_at	4.9678588
1378479_at	6.1735334
1378480_at	4.7604241
1378481_at	4.6567564
1378482_at	7.470664
1378483_at	4.621079
1378484_at	7.344245
1378485_at	5.2747083
1378486_at	4.8271208
1378487_at	8.1809425
1378488_at	5.221622
1378489_at	4.536737
1378490_at	6.5225692
1378491_at	4.6792731
1378492_at	5.6981454
1378493_at	4.5059838
1378494_at	4.9008813
1378495_at	4.9845037
1378496_at	5.8080487
1378497_at	5.7350383
1378498_at	5.2905736
1378499_at	5.4611259
1378500_at	6.2681704
1378501_at	5.9567728
1378502_at	4.6193266
1378503_at	6.3325791
1378504_at	4.4031096
1378505_at	4.9390512
1378506_at	7.5986485
1378507_at	4.7656136
1378508_at	7.1845775
1378509_at	4.992825
1378510_at	6.1834989
1378511_at	4.7854223
1378512_at	4.7706122
1378513_at	4.5111566
1378514_at	4.5897899
1378515_at	4.4602442
1378516_at	5.4913359
1378517_at	6.0095758
1378518_at	4.5323105
1378519_at	4.8338904
1378520_at	4.7587843
1378521_at	4.6152139
1378522_at	4.5167108
1378523_at	6.2710099
1378524_at	7.6633825
1378525_at	4.8903518
1378526_at	9.0431776
1378527_at	5.9477262
1378528_at	4.532433
1378529_at	5.4222274
1378530_at	6.2765541
1378531_at	4.2303972
1378532_at	6.0181084
1378533_at	5.2190394
1378534_at	4.4550371
1378537_at	4.7183194
1378538_at	5.4791722
1378539_at	5.2428708
1378540_at	6.2464929
1378541_at	4.8656011
1378542_at	5.2311478
1378543_at	6.9239039
1378544_at	5.4723859
1378545_at	4.8251104
1378546_at	8.7189388
1378547_at	7.2903838
1378548_at	4.439692
1378549_at	4.5221152
1378550_at	6.4818945
1378551_at	9.2117186
1378552_at	6.2700996
1378553_at	4.1430831
1378554_at	5.2685952
1378555_at	6.9598508
1378556_at	7.8569651
1378557_at	4.5098372
1378558_at	4.7553697
1378559_at	7.3289022
1378560_at	7.6557755
1378561_at	4.3878636
1378562_at	4.9999237
1378563_at	6.3157401
1378564_at	4.6957092
1378566_at	5.5517707
1378567_at	4.4094224
1378568_a_at	8.029501
1378569_at	7.159512
1378570_at	7.1880298
1378571_at	4.4098611
1378572_at	6.2855554
1378573_at	5.1161261
1378574_at	4.3277006
1378575_at	5.5932956
1378576_at	4.6190643
1378577_a_at	6.3894858
1378578_at	4.8428102
1378579_at	5.5035443
1378580_at	3.9178994
1378581_at	5.0558085
1378583_at	4.7352295
1378584_at	4.518661
1378585_at	5.8121719
1378586_at	8.5666819
1378587_at	8.6559801
1378588_at	4.6022215
1378589_at	4.5952411
1378590_at	8.1892624
1378591_at	7.1429572
1378592_at	4.6038618
1378593_at	5.2120185
1378594_at	6.485034
1378595_at	8.0164843
1378596_at	4.7444315
1378597_at	4.9680619
1378598_at	4.0394969
1378599_at	4.5673208
1378600_at	4.2529526
1378601_at	4.4926939
1378602_at	5.5593843
1378603_at	4.7035599
1378604_at	4.9441876
1378605_at	5.8513756
1378606_at	6.5808249
1378607_at	5.3983536
1378608_at	7.4955192
1378609_at	6.3485613
1378610_at	8.207757
1378611_at	5.3372846
1378612_at	5.2520032
1378613_at	5.113945
1378614_at	4.9149208
1378615_at	4.8804317
1378616_at	4.5739412
1378617_at	4.7132649
1378618_at	4.1190944
1378619_at	6.3074422
1378620_at	6.384542
1378621_at	4.5817389
1378622_at	6.7951193
1378623_at	5.4223199
1378624_at	4.2421999
1378625_at	5.6392365
1378626_at	4.333333
1378627_at	4.5061827
1378628_at	5.4617395
1378629_at	7.5471163
1378630_at	5.0395584
1378631_at	5.8493533
1378632_at	4.326251
1378633_at	6.3017135
1378634_at	5.0888209
1378635_at	6.3548799
1378636_at	4.5788913
1378637_at	7.7318988
1378638_a_at	8.8995199
1378639_at	7.3691888
1378640_at	4.502192
1378641_at	6.5484309
1378642_at	7.5475907
1378643_at	4.6340337
1378644_at	4.6277018
1378645_at	5.5376964
1378646_at	5.6503706
1378647_at	4.6720738
1378648_at	5.0528302
1378650_at	4.9821267
1378651_at	4.3836012
1378652_at	6.2242155
1378653_at	4.6558867
1378654_at	5.6700339
1378655_at	4.7624507
1378656_at	5.0935931
1378657_at	4.7882814
1378659_at	4.4576688
1378660_at	4.5532289
1378661_x_at	6.8460655
1378662_at	4.5750647
1378663_at	4.3582907
1378664_at	4.6357079
1378665_at	4.037015
1378666_at	6.5294709
1378667_at	5.6901898
1378668_at	8.4219971
1378669_at	5.6149449
1378670_at	4.3947501
1378671_at	4.7436481
1378672_at	6.7285604
1378673_at	4.7840953
1378674_at	4.6986003
1378675_at	8.0949402
1378676_at	5.3503337
1378677_at	4.7231793
1378678_at	6.5572848
1378679_at	10.144071
1378680_at	5.0518746
1378681_at	4.7243624
1378682_at	4.56463
1378683_at	6.728137
1378684_at	6.4899569
1378685_at	6.415329
1378686_at	5.8119159
1378687_at	4.5968614
1378688_at	4.8794708
1378689_at	5.0065727
1378690_at	5.837678
1378692_at	7.4976878
1378693_at	5.2963433
1378694_at	6.9141736
1378695_at	5.6413236
1378696_at	5.4673738
1378697_at	6.2609544
1378698_at	4.2280893
1378699_at	6.9993691
1378700_at	6.3044047
1378701_at	4.4111419
1378702_at	4.6837974
1378703_at	4.372705
1378704_at	5.4953952
1378705_at	7.7326999
1378706_at	4.8357382
1378707_at	4.6335559
1378708_at	4.8698797
1378709_at	4.2261229
1378710_at	4.5510988
1378711_x_at	6.9285598
1378712_at	6.4940114
1378713_at	4.3545942
1378714_at	6.1833453
1378715_at	6.3610773
1378716_at	5.770822
1378717_at	5.3142524
1378718_at	5.3335886
1378719_at	5.3601718
1378720_at	5.5961981
1378721_at	4.8444433
1378722_at	5.5061526
1378723_at	6.4839563
1378724_at	7.4149404
1378725_at	5.0626655
1378726_at	5.5116358
1378727_at	4.5063462
1378728_at	4.9323854
1378729_at	5.7556086
1378730_at	6.2427001
1378731_at	6.5210948
1378732_at	4.5737262
1378733_at	6.8843026
1378734_at	6.1010776
1378735_at	5.9648247
1378736_at	5.2939448
1378737_at	5.2759261
1378738_at	4.1568756
1378739_at	4.7786841
1378740_at	9.239336
1378741_at	7.074749
1378742_at	4.6072736
1378743_at	8.4531183
1378744_at	4.6010809
1378745_at	6.1714568
1378746_at	7.2015028
1378747_x_at	7.1446328
1378748_at	6.4808993
1378749_at	5.2000551
1378750_at	5.3231316
1378751_at	5.0507264
1378752_at	4.9777675
1378755_at	7.3650393
1378756_at	4.5686836
1378757_at	4.9195414
1378758_at	4.8534021
1378759_at	4.0717821
1378760_at	6.0780978
1378761_at	5.2384958
1378762_at	4.4687047
1378763_at	5.3214021
1378764_at	4.5738869
1378765_at	8.4976215
1378766_at	4.1369128
1378767_at	5.8815107
1378768_at	4.4646788
1378769_at	7.0339632
1378770_at	5.0220218
1378771_at	4.6653924
1378772_at	4.8568964
1378773_at	4.9261918
1378774_at	5.5336542
1378775_at	6.3109665
1378776_at	5.9052849
1378777_at	4.5119462
1378778_a_at	4.5368361
1378779_at	4.1719623
1378780_at	4.7300096
1378781_at	4.3066869
1378782_at	4.4741063
1378783_at	4.988811
1378784_at	5.9661446
1378785_at	6.7577214
1378786_at	6.2240481
1378787_a_at	6.1521902
1378788_at	4.8073783
1378789_at	4.3104701
1378790_at	5.4856958
1378791_at	7.7858891
1378792_at	5.2529178
